y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
108,0.034776437,0.034772979,0.034762606,0.034745325,0.034721142,0.03469007,0.034652123,0.034607321,0.034555684,0.034497237,0.034432009,0.034360031,0.034281338,0.034195968,0.034103962,0.034005365,0.033900224,0.033788591,0.033670519,0.033546067,0.033415294,0.033278263,0.033135043,0.032985701,0.032830312,0.032668951,0.032501696,0.032328629,0.032149835,0.031965401,0.031775418,0.031579976,0.031379173,0.031173107,0.030961878,0.03074559,0.030524348,0.03029826,0.030067437,0.029831992,0.029592038,0.029347694,0.029099078,0.028846312,0.028589516,0.028328818,0.028064341,0.027796215,0.027524568,0.027249532,0.026971237,0.026689818,0.026405409,0.026118145,0.025828161,0.025535596,0.025240586,0.024943271,0.024643788,0.024342277,0.024038877,0.023733727,0.023426968,0.023118738,0.022809178,0.022498425,0.022186619,0.021873896,0.021560395,0.021246253,0.020931605,0.020616586,0.020301329,0.01998597,0.019670637,0.01935546,0.01904057,0.018726091,0.018412151,0.018098872,0.017786376,0.017474784,0.017164212,0.016854776,0.016546591,0.016239767,0.015934413,0.015630636,0.015328539,0.015028225,0.014729792,0.014433336,0.01413895,0.013846726,0.013556751,0.013269111,0.012983887,0.012701158,0.012421001,0.012143489,0.011868692
109,0.034153708,0.034150335,0.034140216,0.034123356,0.034099764,0.03406945,0.03403243,0.033988721,0.033938344,0.033881325,0.033817689,0.033747468,0.033670696,0.03358741,0.03349765,0.03340146,0.033298886,0.033189978,0.033074788,0.032953374,0.032825792,0.032692106,0.03255238,0.032406683,0.032255085,0.032097659,0.031934484,0.031765637,0.031591202,0.031411263,0.031225909,0.031035228,0.030839315,0.030638265,0.030432175,0.030221148,0.030005284,0.02978469,0.029559472,0.029329741,0.029095607,0.028857185,0.028614591,0.028367941,0.028117355,0.027862954,0.02760486,0.027343199,0.027078094,0.026809674,0.026538067,0.026263401,0.025985807,0.025705418,0.025422364,0.025136779,0.024848797,0.024558551,0.024266177,0.02397181,0.023675585,0.023377637,0.023078102,0.022777115,0.022474811,0.022171326,0.021866794,0.021561348,0.021255123,0.02094825,0.020640863,0.020333091,0.020025064,0.019716914,0.019408765,0.019100745,0.018792978,0.018485588,0.018178696,0.017872423,0.017566888,0.017262205,0.016958491,0.016655857,0.016354414,0.01605427,0.015755531,0.015458301,0.01516268,0.014868768,0.014576661,0.014286453,0.013998235,0.013712094,0.013428118,0.013146388,0.012866985,0.012589986,0.012315466,0.012043495,0.011774144
110,0.033544476,0.033541184,0.033531312,0.033514863,0.033491846,0.033462271,0.033426154,0.033383511,0.033334362,0.033278733,0.033216648,0.033148139,0.033073239,0.032991983,0.032904412,0.032810566,0.032710493,0.032604239,0.032491857,0.032373401,0.032248928,0.0321185,0.031982178,0.03184003,0.031692124,0.031538532,0.031379329,0.031214592,0.031044402,0.03086884,0.030687994,0.030501949,0.030310797,0.030114631,0.029913547,0.029707641,0.029497014,0.029281768,0.029062008,0.02883784,0.028609373,0.028376716,0.028139984,0.027899289,0.027654748,0.027406478,0.027154598,0.02689923,0.026640495,0.026378516,0.026113418,0.025845326,0.025574368,0.025300671,0.025024364,0.024745574,0.024464434,0.024181071,0.023895619,0.023608207,0.023318968,0.023028031,0.02273553,0.022441596,0.022146359,0.021849952,0.021552504,0.021254145,0.020955006,0.020655214,0.020354899,0.020054187,0.019753204,0.019452078,0.019150929,0.018849882,0.018549057,0.018248575,0.017948554,0.01764911,0.017350359,0.017052414,0.016755387,0.016459386,0.016164518,0.015870891,0.015578605,0.015287762,0.014998462,0.014710799,0.014424867,0.014140759,0.013858562,0.013578364,0.013300246,0.013024291,0.012750576,0.012479178,0.012210168,0.011943617,0.011679591
111,0.03294841,0.032945198,0.032935566,0.032919518,0.032897061,0.032868207,0.032832969,0.032791364,0.032743412,0.032689136,0.032628564,0.032561722,0.032488645,0.032409368,0.032323927,0.032232366,0.032134728,0.03203106,0.031921413,0.031805839,0.031684395,0.031557139,0.031424133,0.031285441,0.031141131,0.030991273,0.030835939,0.030675205,0.030509148,0.030337849,0.030161393,0.029979862,0.029793347,0.029601937,0.029405725,0.029204807,0.028999279,0.028789241,0.028574794,0.028356043,0.028133092,0.027906049,0.027675024,0.027440127,0.027201471,0.02695917,0.02671334,0.026464098,0.026211564,0.025955855,0.025697095,0.025435404,0.025170906,0.024903725,0.024633985,0.024361812,0.024087333,0.023810673,0.023531959,0.02325132,0.022968882,0.022684774,0.022399123,0.022112056,0.021823702,0.021534187,0.021243639,0.020952182,0.020659945,0.020367051,0.020073626,0.019779792,0.019485671,0.019191388,0.01889706,0.018602808,0.018308749,0.018015,0.017721676,0.01742889,0.017136755,0.016845379,0.016554872,0.01626534,0.015976887,0.015689616,0.015403626,0.015119017,0.014835883,0.01455432,0.014274417,0.013996265,0.013719948,0.013445553,0.013173159,0.012902846,0.012634691,0.012368766,0.012105144,0.011843891,0.011585075
112,0.032365189,0.032362056,0.032352658,0.032337,0.03231509,0.032286937,0.032252555,0.032211961,0.032165175,0.032112219,0.032053119,0.031987903,0.031916602,0.031839251,0.031755887,0.031666551,0.031571285,0.031470136,0.031363153,0.031250387,0.031131892,0.031007726,0.030877949,0.030742625,0.030601817,0.030455595,0.030304029,0.030147192,0.029985161,0.029818014,0.029645833,0.029468698,0.029286698,0.029099919,0.028908452,0.02871239,0.028511827,0.02830686,0.028097587,0.027884109,0.02766653,0.027444952,0.027219483,0.026990231,0.026757305,0.026520815,0.026280875,0.026037599,0.025791101,0.025541498,0.025288908,0.025033449,0.024775241,0.024514403,0.024251059,0.023985328,0.023717334,0.0234472,0.023175048,0.022901004,0.022625189,0.02234773,0.022068749,0.021788371,0.02150672,0.021223918,0.020940091,0.020655357,0.020369843,0.020083669,0.019796955,0.019509822,0.019222388,0.018934774,0.018647093,0.018359464,0.018071999,0.017784813,0.017498018,0.017211723,0.016926037,0.016641067,0.01635692,0.016073697,0.0157915,0.015510431,0.015230584,0.014952058,0.014674944,0.014399334,0.014125317,0.01385298,0.013582407,0.01331368,0.013046878,0.012782079,0.012519356,0.012258782,0.012000427,0.011744357,0.011490636
113,0.031794503,0.031791446,0.031782276,0.031766998,0.031745619,0.03171815,0.031684603,0.031644995,0.031599344,0.031547674,0.031490008,0.031426374,0.031356804,0.03128133,0.031199989,0.03111282,0.031019866,0.03092117,0.030816781,0.030706749,0.030591128,0.030469972,0.030343341,0.030211295,0.030073898,0.029931217,0.029783321,0.029630281,0.029472171,0.029309066,0.029141048,0.028968194,0.02879059,0.028608321,0.028421475,0.028230142,0.028034413,0.027834383,0.027630148,0.027421805,0.027209455,0.0269932,0.026773141,0.026549385,0.026322037,0.026091206,0.025857001,0.025619532,0.025378912,0.025135254,0.024888671,0.02463928,0.024387196,0.024132535,0.023875417,0.02361596,0.023354281,0.023090501,0.02282474,0.022557117,0.022287753,0.022016769,0.021744285,0.021470421,0.021195298,0.020919035,0.020641754,0.02036357,0.020084606,0.019804978,0.019524804,0.0192442,0.018963281,0.018682166,0.018400963,0.018119788,0.017838752,0.017557963,0.017277533,0.016997566,0.01671817,0.016439447,0.016161502,0.015884433,0.015608341,0.015333321,0.01505947,0.014786879,0.014515641,0.014245843,0.013977573,0.013710915,0.01344595,0.01318276,0.012921422,0.01266201,0.012404597,0.012149255,0.011896049,0.011645047,0.01139631
114,0.031236046,0.031233063,0.031224116,0.031209208,0.031188347,0.031161544,0.03112881,0.031090161,0.031045617,0.030995199,0.03093893,0.030876839,0.030808954,0.030735308,0.030655938,0.030570881,0.030480177,0.030383872,0.03028201,0.030174642,0.030061818,0.029943594,0.029820027,0.029691174,0.0295571,0.029417868,0.029273546,0.029124203,0.028969911,0.028810744,0.028646779,0.028478094,0.028304772,0.028126895,0.027944548,0.027757819,0.027566798,0.027371575,0.027172246,0.026968903,0.026761646,0.026550571,0.026335781,0.026117376,0.02589546,0.025670139,0.025441517,0.025209704,0.024974807,0.024736937,0.024496204,0.024252721,0.0240066,0.023757954,0.0235069,0.02325355,0.022998022,0.02274043,0.022480891,0.022219523,0.021956441,0.021691763,0.021425607,0.021158088,0.020889324,0.020619431,0.020348525,0.020076723,0.01980414,0.01953089,0.019257088,0.018982846,0.018708277,0.018433494,0.018158606,0.017883722,0.017608952,0.017334401,0.017060175,0.01678638,0.016513116,0.016240487,0.015968591,0.015697526,0.015427388,0.015158272,0.014890271,0.014623474,0.014357971,0.014093847,0.013831188,0.013570076,0.01331059,0.013052809,0.012796809,0.012542662,0.012290439,0.012040211,0.011792041,0.011545996,0.011302135
115,0.030689522,0.030686611,0.03067788,0.030663334,0.030642978,0.030616823,0.030584881,0.030547168,0.030503701,0.030454503,0.030399595,0.030339006,0.030272763,0.030200899,0.030123448,0.030040447,0.029951936,0.029857959,0.029758559,0.029653785,0.029543687,0.029428319,0.029307735,0.029181993,0.029051155,0.028915282,0.02877444,0.028628698,0.028478124,0.028322792,0.028162775,0.02799815,0.027828997,0.027655396,0.027477431,0.027295186,0.027108749,0.026918208,0.026723655,0.026525182,0.026322883,0.026116854,0.025907193,0.025693999,0.025477373,0.025257416,0.025034232,0.024807925,0.024578601,0.024346367,0.02411133,0.0238736,0.023633286,0.023390498,0.023145348,0.022897947,0.022648407,0.022396842,0.022143364,0.021888087,0.021631124,0.021372589,0.021112595,0.020851256,0.020588687,0.020324999,0.020060306,0.01979472,0.019528354,0.019261319,0.018993726,0.018725684,0.018457303,0.018188693,0.017919959,0.017651208,0.017382546,0.017114076,0.016845901,0.016578123,0.016310841,0.016044154,0.015778159,0.015512951,0.015248624,0.014985269,0.014722977,0.014461835,0.01420193,0.013943347,0.013686167,0.013430471,0.013176336,0.01292384,0.012673055,0.012424054,0.012176905,0.011931676,0.011688431,0.011447233,0.011208142
116,0.030154642,0.030151802,0.030143282,0.030129086,0.030109222,0.030083699,0.030052529,0.030015727,0.029973311,0.0299253,0.029871719,0.029812592,0.029747949,0.02967782,0.029602238,0.029521241,0.029434867,0.029343157,0.029246155,0.029143908,0.029036465,0.028923878,0.0288062,0.028683488,0.028555801,0.0284232,0.028285748,0.028143513,0.02799656,0.027844634,0.02768879,0.027528119,0.027363027,0.027193591,0.027019892,0.026842014,0.026660041,0.026474059,0.026284157,0.026090425,0.025892955,0.025691839,0.025487173,0.025279054,0.025067578,0.024852845,0.024634955,0.024414011,0.024190114,0.023963368,0.023733878,0.023501751,0.023267092,0.023030008,0.022790608,0.022549,0.022305294,0.022059598,0.021812023,0.021562678,0.021311675,0.021059123,0.020805133,0.020549815,0.02029328,0.020035637,0.019776997,0.019517468,0.01925716,0.018996181,0.018734639,0.018472639,0.018210289,0.017947696,0.017684961,0.017422189,0.017159482,0.016896941,0.016634667,0.016372757,0.016111309,0.015850418,0.01559018,0.015330686,0.015072028,0.014814295,0.014557575,0.014301953,0.014047514,0.01379434,0.013542511,0.013292105,0.013043198,0.012795865,0.012550177,0.012306204,0.012064015,0.011823674,0.011585245,0.011348789,0.011114365
117,0.029631125,0.029628353,0.029620039,0.029606186,0.029586801,0.029561893,0.029531475,0.02949556,0.029454167,0.029407314,0.029355024,0.029297323,0.029234238,0.029165799,0.029092039,0.029012993,0.028928699,0.028839198,0.028744532,0.028644746,0.028539889,0.028430011,0.028315164,0.028195403,0.028070785,0.02794137,0.027807221,0.0276684,0.027524975,0.027377014,0.027224586,0.027067766,0.026906627,0.026741247,0.026571704,0.026398078,0.026220452,0.02603891,0.025853538,0.025664423,0.025471655,0.025275324,0.025075523,0.024872344,0.024665884,0.024456239,0.024243505,0.024027782,0.02380917,0.023587769,0.023363682,0.02313701,0.022907858,0.02267633,0.022442531,0.022206565,0.02196854,0.021728561,0.021486735,0.02124317,0.020997971,0.020751248,0.020503106,0.020253654,0.020002998,0.019751245,0.019498502,0.019244875,0.018990471,0.018735393,0.018479747,0.018223638,0.017967166,0.017710437,0.017453551,0.017196608,0.016939708,0.016682948,0.016426428,0.016170241,0.015914483,0.015659247,0.015404625,0.015150707,0.014897581,0.014645334,0.014394053,0.01414382,0.013894717,0.013646825,0.013400221,0.013154983,0.012911183,0.012668894,0.012428187,0.012189131,0.011951789,0.011716229,0.011482509,0.011250692,0.011020833
118,0.029118697,0.029115992,0.029107878,0.029094358,0.02907544,0.029051132,0.029021446,0.028986396,0.028945998,0.028900273,0.028849242,0.02879293,0.028731362,0.028664569,0.028592583,0.028515438,0.028433171,0.028345821,0.028253431,0.028156043,0.028053705,0.027946465,0.027834375,0.027717488,0.02759586,0.027469549,0.027338615,0.027203121,0.02706313,0.026918711,0.026769931,0.02661686,0.026459573,0.026298143,0.026132646,0.025963162,0.025789769,0.025612551,0.02543159,0.025246972,0.025058783,0.024867111,0.024672047,0.024473681,0.024272105,0.024067414,0.023859702,0.023649065,0.023435599,0.023219404,0.023000578,0.02277922,0.022555432,0.022329315,0.02210097,0.0218705,0.021638008,0.021403598,0.021167372,0.020929436,0.020689893,0.020448847,0.020206404,0.019962666,0.019717738,0.019471724,0.019224728,0.018976852,0.0187282,0.018478875,0.018228976,0.017978607,0.017727865,0.017476854,0.017225669,0.01697441,0.016723171,0.01647205,0.016221141,0.015970537,0.01572033,0.01547061,0.015221467,0.014972989,0.014725262,0.014478371,0.014232398,0.013987426,0.013743534,0.0135008,0.0132593,0.013019108,0.012780298,0.012542939,0.0123071,0.012072848,0.011840247,0.01160936,0.011380247,0.011152967,0.010927575
119,0.028617091,0.028614451,0.028606532,0.028593337,0.028574873,0.028551149,0.028522177,0.028487969,0.028448542,0.028403915,0.02835411,0.02829915,0.028239061,0.028173872,0.028103614,0.028028321,0.027948028,0.027862774,0.027772599,0.027677547,0.027577662,0.027472992,0.027363588,0.0272495,0.027130784,0.027007496,0.026879694,0.026747439,0.026610795,0.026469825,0.026324597,0.026175179,0.026021642,0.025864059,0.025702503,0.025537052,0.025367783,0.025194776,0.025018111,0.024837872,0.024654142,0.024467009,0.024276558,0.024082878,0.02388606,0.023686194,0.023483372,0.023277687,0.023069235,0.022858109,0.022644407,0.022428225,0.022209661,0.021988814,0.021765782,0.021540666,0.021313564,0.021084578,0.020853808,0.020621356,0.020387323,0.020151809,0.019914916,0.019676746,0.0194374,0.019196978,0.018955582,0.018713311,0.018470266,0.018226546,0.01798225,0.017737476,0.017492321,0.017246884,0.017001258,0.01675554,0.016509823,0.016264201,0.016018765,0.015773606,0.015528813,0.015284475,0.015040679,0.01479751,0.014555052,0.014313388,0.014072598,0.013832762,0.013593957,0.013356261,0.013119746,0.012884485,0.012650549,0.012418008,0.012186926,0.011957371,0.011729404,0.011503088,0.01127848,0.011055639,0.010834618
120,0.028126046,0.02812347,0.02811574,0.028102862,0.028084841,0.028061687,0.028033409,0.028000021,0.02796154,0.027917984,0.027869372,0.02781573,0.027757081,0.027693454,0.02762488,0.02755139,0.02747302,0.027389808,0.027301792,0.027209014,0.027111519,0.027009353,0.026902564,0.026791203,0.026675323,0.026554979,0.026430228,0.026301129,0.026167743,0.026030134,0.025888365,0.025742504,0.02559262,0.025438783,0.025281066,0.025119543,0.02495429,0.024785383,0.024612903,0.024436929,0.024257543,0.024074829,0.023888871,0.023699756,0.023507571,0.023312404,0.023114345,0.022913485,0.022709915,0.022503727,0.022295016,0.022083875,0.0218704,0.021654687,0.02143683,0.021216928,0.020995077,0.020771376,0.020545921,0.020318812,0.020090146,0.019860022,0.019628538,0.019395794,0.019161886,0.018926914,0.018690975,0.018454167,0.018216587,0.017978331,0.017739495,0.017500176,0.017260467,0.017020465,0.01678026,0.016539945,0.016299613,0.016059354,0.015819256,0.015579409,0.015339899,0.015100812,0.014862233,0.014624245,0.01438693,0.014150368,0.013914638,0.013679817,0.013445981,0.013213204,0.012981558,0.012751115,0.012521942,0.012294108,0.012067677,0.011842713,0.011619278,0.011397431,0.01117723,0.010958731,0.010741988
121,0.02764531,0.027642795,0.027635251,0.027622681,0.027605092,0.027582491,0.02755489,0.027522302,0.027484742,0.027442228,0.02739478,0.027342421,0.027285175,0.02722307,0.027156136,0.027084403,0.027007906,0.026926682,0.026840769,0.026750207,0.02665504,0.026555312,0.026451071,0.026342366,0.026229249,0.026111773,0.025989993,0.025863967,0.025733755,0.025599418,0.025461019,0.025318623,0.025172297,0.02502211,0.024868131,0.024710434,0.024549092,0.02438418,0.024215774,0.024043954,0.023868799,0.023690389,0.023508808,0.023324139,0.023136466,0.022945877,0.022752457,0.022556295,0.022357481,0.022156103,0.021952254,0.021746024,0.021537505,0.021326793,0.021113978,0.020899156,0.02068242,0.020463867,0.020243591,0.020021687,0.019798251,0.019573378,0.019347166,0.019119708,0.018891101,0.01866144,0.018430819,0.018199335,0.017967081,0.017734152,0.01750064,0.017266639,0.01703224,0.016797536,0.016562617,0.016327573,0.016092493,0.015857464,0.015622574,0.015387909,0.015153553,0.01491959,0.014686103,0.014453171,0.014220876,0.013989295,0.013758504,0.01352858,0.013299596,0.013071625,0.012844736,0.012618998,0.01239448,0.012171247,0.011949361,0.011728886,0.011509882,0.011292406,0.011076516,0.010862265,0.010649707
122,0.027174635,0.02717218,0.027164816,0.027152547,0.027135378,0.027113318,0.027086376,0.027054567,0.027017904,0.026976405,0.02693009,0.026878981,0.026823102,0.02676248,0.026697143,0.026627122,0.02655245,0.026473163,0.026389298,0.026300894,0.026207994,0.026110642,0.026008883,0.025902765,0.025792339,0.025677656,0.02555877,0.025435739,0.025308618,0.025177469,0.025042351,0.02490333,0.024760469,0.024613836,0.024463499,0.024309529,0.024151996,0.023990974,0.023826538,0.023658764,0.023487729,0.023313512,0.023136194,0.022955855,0.022772578,0.022586447,0.022397546,0.022205961,0.022011779,0.021815087,0.021615973,0.021414527,0.021210837,0.021004996,0.020797093,0.02058722,0.020375468,0.020161931,0.0199467,0.019729868,0.019511528,0.019291774,0.019070697,0.018848391,0.01862495,0.018400465,0.018175029,0.017948734,0.017721673,0.017493936,0.017265614,0.017036798,0.016807577,0.01657804,0.016348276,0.016118371,0.015888413,0.015658487,0.015428677,0.015199068,0.014969741,0.014740778,0.01451226,0.014284264,0.014056869,0.01383015,0.013604183,0.013379041,0.013154796,0.012931518,0.012709276,0.012488137,0.012268167,0.01204943,0.011831988,0.011615902,0.01140123,0.01118803,0.010976356,0.010766262,0.0105578
123,0.026713782,0.026711385,0.026704197,0.02669222,0.026675461,0.026653926,0.026627627,0.026596576,0.026560787,0.026520278,0.026475067,0.026425176,0.026370629,0.02631145,0.026247669,0.026179315,0.026106421,0.026029021,0.025947151,0.02586085,0.025770159,0.02567512,0.025575779,0.025472181,0.025364376,0.025252414,0.025136348,0.025016232,0.024892123,0.024764078,0.024632157,0.024496423,0.024356938,0.024213767,0.024066977,0.023916637,0.023762814,0.023605582,0.023445012,0.023281179,0.023114158,0.022944025,0.022770859,0.022594738,0.022415742,0.022233954,0.022049455,0.021862329,0.021672659,0.021480531,0.021286031,0.021089245,0.02089026,0.020689165,0.020486047,0.020280996,0.0200741,0.01986545,0.019655135,0.019443246,0.019229872,0.019015104,0.018799033,0.018581749,0.018363342,0.018143902,0.01792352,0.017702284,0.017480284,0.017257609,0.017034348,0.016810587,0.016586415,0.016361917,0.01613718,0.015912289,0.015687327,0.015462379,0.015237526,0.015012849,0.01478843,0.014564346,0.014340677,0.014117499,0.013894888,0.013672917,0.01345166,0.013231188,0.013011571,0.012792878,0.012575176,0.01235853,0.012143006,0.011928664,0.011715566,0.01150377,0.011293336,0.011084317,0.010876768,0.010670742,0.010466288
124,0.026262515,0.026260175,0.026253158,0.026241467,0.026225106,0.026204084,0.026178411,0.026148099,0.026113161,0.026073616,0.02602948,0.025980776,0.025927525,0.025869754,0.025807488,0.025740759,0.025669596,0.025594034,0.025514107,0.025429855,0.025341315,0.02524853,0.025151544,0.025050401,0.024945149,0.024835837,0.024722518,0.024605242,0.024484066,0.024359046,0.02423024,0.024097707,0.02396151,0.023821712,0.023678377,0.023531572,0.023381364,0.023227823,0.023071019,0.022911025,0.022747913,0.022581759,0.022412637,0.022240625,0.022065801,0.021888243,0.021708032,0.021525249,0.021339976,0.021152294,0.020962289,0.020770043,0.020575641,0.02037917,0.020180715,0.019980362,0.019778198,0.01957431,0.019368786,0.019161712,0.018953178,0.018743271,0.018532078,0.018319688,0.018106188,0.017891666,0.01767621,0.017459905,0.017242841,0.017025102,0.016806219,0.016587943,0.016368694,0.016149111,0.015929278,0.015709276,0.015489189,0.015269096,0.015049079,0.014829216,0.014609585,0.014390264,0.014171329,0.013952854,0.013734912,0.013517577,0.013300919,0.013085008,0.012869912,0.012655699,0.012442432,0.012230178,0.012018997,0.011808952,0.0116001,0.011392501,0.011186209,0.010981281,0.010777768,0.010575721,0.01037519
125,0.025820607,0.025818323,0.025811472,0.025800058,0.025784086,0.025763564,0.0257385,0.025708908,0.0256748,0.025636193,0.025593105,0.025545557,0.025493569,0.025437168,0.02537638,0.025311232,0.025241757,0.025167985,0.025089952,0.025007695,0.024921251,0.024830662,0.024735969,0.024637217,0.024534453,0.024427723,0.024317079,0.02420257,0.024084251,0.023962178,0.023836404,0.023706991,0.023573997,0.023437483,0.023297514,0.023154153,0.023007466,0.022857521,0.022704386,0.022548131,0.022388828,0.022226549,0.022061367,0.021893358,0.021722597,0.021549161,0.021373128,0.021194576,0.021013585,0.020830236,0.020644609,0.020456787,0.020266852,0.020074886,0.019880974,0.019685199,0.019487645,0.019288398,0.019087542,0.018885162,0.018681345,0.018476174,0.018269736,0.018062117,0.0178534,0.017643672,0.017433018,0.017221522,0.017009269,0.016796342,0.016582826,0.016368803,0.016154356,0.015939566,0.015724515,0.015509284,0.015293951,0.015078596,0.014863298,0.014648132,0.014433175,0.014218502,0.014004187,0.013790303,0.013576922,0.013364113,0.013151947,0.01294049,0.012729811,0.012519973,0.012311041,0.012103078,0.011896143,0.011690297,0.011485598,0.011282101,0.011079862,0.010878935,0.01067937,0.010481217,0.010284526
126,0.025387835,0.025385605,0.025378917,0.025367773,0.02535218,0.025332144,0.025307674,0.025278783,0.025245483,0.025207791,0.025165724,0.025119301,0.025068545,0.025013479,0.024954129,0.024890523,0.024822691,0.024750663,0.024674475,0.024594161,0.024509759,0.024421309,0.024328851,0.024232429,0.024132087,0.024027873,0.023919834,0.023808021,0.023692486,0.023573282,0.023450464,0.023324088,0.023194214,0.023060901,0.02292421,0.022784205,0.022640948,0.022494505,0.022344944,0.022192333,0.02203674,0.021878236,0.021716893,0.021552783,0.02138598,0.02121656,0.021044596,0.020870167,0.020693349,0.020514221,0.020332861,0.020149349,0.019963765,0.019776189,0.019586704,0.01939539,0.019202329,0.019007605,0.018811299,0.018613494,0.018414273,0.018213719,0.018011916,0.017808947,0.017604893,0.017399839,0.017193867,0.016987059,0.016779497,0.016571263,0.016362439,0.016153104,0.01594334,0.015733226,0.015522841,0.015312263,0.015101569,0.014890837,0.014680143,0.014469561,0.014259166,0.01404903,0.013839226,0.013629824,0.013420895,0.013212507,0.013004727,0.012797622,0.012591257,0.012385695,0.012180998,0.011977228,0.011774443,0.011572703,0.011372063,0.011172579,0.010974304,0.01077729,0.010581588,0.010387247,0.010194313
127,0.024963982,0.024961805,0.024955276,0.024944396,0.024929171,0.024909609,0.024885718,0.02485751,0.024824998,0.024788196,0.024747123,0.024701798,0.024652241,0.024598475,0.024540527,0.024478422,0.024412191,0.024341863,0.024267471,0.024189051,0.024106638,0.024020271,0.023929991,0.023835838,0.023737857,0.023636092,0.023530592,0.023421405,0.023308582,0.023192173,0.023072234,0.022948819,0.022821984,0.022691789,0.022558292,0.022421554,0.022281639,0.022138609,0.02199253,0.021843467,0.021691489,0.021536663,0.02137906,0.021218749,0.021055803,0.020890295,0.020722297,0.020551884,0.020379132,0.020204117,0.020026914,0.019847602,0.019666258,0.019482961,0.019297789,0.019110822,0.018922141,0.018731824,0.018539952,0.018346606,0.018151866,0.017955813,0.017758528,0.017560091,0.017360584,0.017160086,0.016958679,0.016756442,0.016553455,0.016349798,0.016145549,0.015940787,0.015735591,0.015530037,0.015324203,0.015118165,0.014911998,0.014705778,0.014499577,0.014293469,0.014087526,0.013881819,0.013676418,0.013471393,0.013266811,0.01306274,0.012859245,0.012656391,0.01245424,0.012252855,0.012052298,0.011852626,0.011653898,0.011456172,0.011259501,0.011063941,0.010869543,0.010676358,0.010484436,0.010293824,0.010104569
128,0.024548839,0.024546713,0.024540338,0.024529715,0.024514849,0.024495749,0.024472422,0.024444879,0.024413134,0.0243772,0.024337096,0.024292839,0.02424445,0.024191952,0.024135369,0.024074728,0.024010056,0.023941383,0.023868742,0.023792167,0.023711692,0.023627355,0.023539195,0.023447253,0.023351571,0.023252194,0.023149167,0.023042538,0.022932356,0.022818672,0.022701537,0.022581005,0.022457132,0.022329974,0.022199588,0.022066035,0.021929375,0.02178967,0.021646983,0.021501378,0.021352921,0.021201679,0.021047719,0.02089111,0.020731922,0.020570225,0.020406091,0.020239592,0.020070802,0.019899794,0.019726642,0.019551423,0.019374211,0.019195083,0.019014115,0.018831386,0.018646972,0.018460951,0.018273401,0.018084401,0.017894028,0.017702363,0.017509482,0.017315465,0.01712039,0.016924335,0.016727379,0.016529599,0.016331073,0.016131879,0.015932093,0.015731792,0.015531052,0.015329947,0.015128554,0.014926945,0.014725195,0.014523376,0.01432156,0.014119819,0.013918222,0.013716839,0.013515738,0.013314986,0.01311465,0.012914795,0.012715485,0.012516783,0.01231875,0.012121448,0.011924934,0.011729269,0.011534507,0.011340705,0.011147916,0.010956193,0.010765587,0.010576148,0.010387924,0.010200962,0.010015308
129,0.024142199,0.024140123,0.024133897,0.024123525,0.024109009,0.024090359,0.024067581,0.024040687,0.024009689,0.023974601,0.02393544,0.023892225,0.023844974,0.023793711,0.023738458,0.023679241,0.023616089,0.023549029,0.023478094,0.023403315,0.023324728,0.023242369,0.023156276,0.023066487,0.022973046,0.022875994,0.022775377,0.02267124,0.022563632,0.022452601,0.022338198,0.022220476,0.022099488,0.021975289,0.021847935,0.021717484,0.021583996,0.02144753,0.021308148,0.021165912,0.021020886,0.020873136,0.020722726,0.020569723,0.020414197,0.020256214,0.020095845,0.01993316,0.01976823,0.019601127,0.019431923,0.019260692,0.019087506,0.018912442,0.018735572,0.018556972,0.018376717,0.018194884,0.018011547,0.017826783,0.017640669,0.01745328,0.017264693,0.017074985,0.016884231,0.016692509,0.016499893,0.01630646,0.016112285,0.015917444,0.015722011,0.015526061,0.015329667,0.015132903,0.014935842,0.014738555,0.014541115,0.014343593,0.014146057,0.013948578,0.013751223,0.013554061,0.013357158,0.013160579,0.01296439,0.012768653,0.012573431,0.012378785,0.012184776,0.011991463,0.011798903,0.011607153,0.011416268,0.011226303,0.01103731,0.01084934,0.010662444,0.01047667,0.010292065,0.010108675,0.009926545
