y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
53,0.104037769,0.104025459,0.103988524,0.103926943,0.103840686,0.103729708,0.103593955,0.103433361,0.103247852,0.103037343,0.102801747,0.102540969,0.10225491,0.101943471,0.101606553,0.10124406,0.100855901,0.10044199,0.100002251,0.099536621,0.09904505,0.098527502,0.097983962,0.097414434,0.096818946,0.096197547,0.095550316,0.094877359,0.094178809,0.093454834,0.09270563,0.091931429,0.091132493,0.090309123,0.08946165,0.088590443,0.087695903,0.086778466,0.085838602,0.084876813,0.083893633,0.082889628,0.081865391,0.080821547,0.079758744,0.078677659,0.077578989,0.076463455,0.075331799,0.07418478,0.073023174,0.071847773,0.070659379,0.069458811,0.068246892,0.067024458,0.065792348,0.064551409,0.063302491,0.062046445,0.060784124,0.059516382,0.058244072,0.056968041,0.055689138,0.054408205,0.053126079,0.051843593,0.050561572,0.049280834,0.048002192,0.046726445,0.045454391,0.044186813,0.042924485,0.041668173,0.040418631,0.039176603,0.03794282,0.036718002,0.035502856,0.034298078,0.033104349,0.031922337,0.030752695,0.029596063,0.028453064,0.027324306,0.026210381,0.025111861,0.024029304,0.022963246,0.021914207,0.020882683,0.019869153,0.018874071,0.017897869,0.016940957,0.016003718,0.015086513,0.014189674
54,0.101841428,0.101829305,0.101792931,0.10173229,0.101647354,0.101538089,0.101404448,0.101246378,0.101063816,0.100856695,0.100624943,0.100368481,0.100087232,0.099781117,0.099450058,0.09909398,0.098712815,0.098306499,0.097874981,0.097418219,0.096936185,0.096428865,0.095896266,0.09533841,0.094755344,0.094147135,0.093513876,0.092855686,0.092172712,0.091465129,0.090733142,0.089976986,0.089196926,0.088393264,0.087566328,0.086716481,0.085844117,0.084949662,0.084033574,0.083096341,0.082138479,0.081160535,0.080163084,0.079146724,0.078112083,0.077059809,0.075990574,0.07490507,0.073804009,0.07268812,0.071558148,0.070414853,0.069259006,0.068091391,0.066912801,0.065724038,0.064525908,0.063319226,0.062104809,0.060883475,0.059656047,0.058423347,0.057186194,0.055945408,0.054701806,0.0534562,0.052209399,0.050962207,0.049715419,0.048469828,0.047226217,0.045985362,0.044748031,0.043514983,0.042286967,0.041064724,0.039848982,0.038640462,0.03743987,0.036247903,0.035065246,0.03389257,0.032730534,0.031579784,0.030440952,0.029314653,0.028201491,0.027102051,0.026016904,0.024946603,0.023891683,0.022852662,0.02183004,0.020824293,0.019835882,0.018865242,0.01791279,0.016978916,0.01606399,0.015168356,0.014292333
55,0.099693576,0.099681647,0.099645855,0.099586188,0.099502623,0.099395131,0.099263676,0.099108212,0.098928691,0.098725058,0.098497254,0.09824522,0.097968893,0.097668213,0.097343121,0.096993562,0.096619487,0.096220855,0.095797631,0.095349796,0.094877341,0.094380273,0.093858613,0.093312405,0.092741708,0.092146607,0.091527208,0.090883641,0.090216063,0.089524657,0.088809633,0.088071231,0.087309718,0.086525394,0.085718584,0.084889647,0.084038969,0.083166967,0.082274087,0.081360802,0.080427613,0.07947505,0.078503667,0.077514042,0.076506778,0.075482502,0.074441858,0.073385512,0.072314148,0.071228468,0.070129186,0.069017031,0.067892747,0.066757086,0.06561081,0.064454688,0.063289498,0.062116022,0.060935045,0.059747357,0.058553749,0.057355012,0.056151937,0.054945313,0.053735928,0.052524567,0.051312009,0.050099029,0.048886399,0.047674882,0.046465236,0.04525821,0.044054547,0.04285498,0.041660235,0.040471027,0.039288062,0.038112036,0.036943632,0.035783525,0.034632375,0.033490834,0.032359536,0.031239107,0.030130156,0.029033279,0.027949058,0.026878057,0.025820826,0.0247779,0.023749794,0.022737007,0.021740017,0.020759287,0.019795257,0.018848346,0.017918953,0.017007455,0.016114205,0.015239533,0.014383745
56,0.097593436,0.097581707,0.097546515,0.097487851,0.097405697,0.097300029,0.097170818,0.097018029,0.096841623,0.096641557,0.096417787,0.096170266,0.095898948,0.095603789,0.095284746,0.094941782,0.094574866,0.094183974,0.093769091,0.093330215,0.092867353,0.092380529,0.091869783,0.091335172,0.09077677,0.090194674,0.089589002,0.088959895,0.088307517,0.087632058,0.086933733,0.086212786,0.085469483,0.084704124,0.083917031,0.083108557,0.08227908,0.08142901,0.080558778,0.079668847,0.078759703,0.077831856,0.076885844,0.075922225,0.074941581,0.073944513,0.072931644,0.071903614,0.070861081,0.069804719,0.068735216,0.067653273,0.066559603,0.065454931,0.064339988,0.063215515,0.06208226,0.060940975,0.059792417,0.058637345,0.05747652,0.056310706,0.055140664,0.053967157,0.052790943,0.051612778,0.050433417,0.049253606,0.048074093,0.046895613,0.045718898,0.044544673,0.043373656,0.042206556,0.041044074,0.039886903,0.038735724,0.037591211,0.036454025,0.035324817,0.034204227,0.033092883,0.0319914,0.030900382,0.029820417,0.02875208,0.027695933,0.026652522,0.025622377,0.024606011,0.023603924,0.022616594,0.021644483,0.020688035,0.019747675,0.018823804,0.017916807,0.017027045,0.016154858,0.015300562,0.014464451
57,0.095540211,0.095528686,0.095494109,0.095436471,0.095355759,0.095251954,0.095125035,0.094974974,0.094801741,0.094605305,0.094385633,0.094142691,0.093876447,0.093586871,0.093273935,0.092937618,0.092577904,0.092194785,0.091788263,0.091358351,0.090905071,0.090428464,0.089928582,0.089405495,0.088859291,0.088290078,0.087697983,0.087083157,0.08644577,0.085786017,0.085104119,0.08440032,0.083674887,0.082928118,0.082160332,0.081371875,0.080563121,0.079734468,0.078886338,0.078019179,0.077133464,0.076229688,0.07530837,0.07437005,0.073415288,0.072444666,0.071458782,0.070458254,0.069443714,0.068415811,0.067375207,0.066322577,0.065258606,0.064183991,0.063099436,0.062005655,0.060903366,0.059793293,0.058676166,0.057552714,0.056423673,0.055289777,0.054151761,0.053010359,0.051866303,0.050720324,0.049573148,0.048425497,0.047278094,0.046131646,0.044986863,0.043844445,0.042705086,0.041569471,0.040438278,0.039312176,0.038191825,0.037077876,0.035970968,0.03487173,0.033780782,0.03269873,0.031626169,0.030563681,0.029511835,0.028471188,0.027442279,0.026425637,0.025421773,0.024431183,0.023454346,0.022491725,0.021543765,0.020610893,0.019693516,0.018792022,0.017906781,0.01703814,0.016186425,0.015351941,0.014534969
58,0.093533083,0.093521766,0.093487814,0.093431221,0.093351976,0.093250065,0.093125474,0.092978181,0.092808166,0.092615406,0.092399879,0.092161564,0.091900438,0.091616486,0.091309693,0.090980052,0.090627561,0.090252226,0.089854063,0.089433098,0.088989369,0.088522927,0.088033838,0.087522184,0.086988064,0.086431595,0.085852912,0.085252174,0.084629557,0.083985261,0.083319508,0.082632546,0.081924639,0.081196084,0.080447196,0.079678317,0.078889812,0.07808207,0.077255503,0.076410548,0.075547663,0.074667328,0.073770045,0.072856336,0.071926743,0.070981826,0.070022163,0.069048348,0.068060991,0.067060717,0.066048163,0.065023978,0.063988822,0.062943365,0.061888287,0.060824272,0.059752013,0.058672207,0.057585557,0.056492767,0.055394543,0.054291595,0.05318463,0.052074356,0.050961481,0.049846709,0.048730741,0.047614273,0.046498005,0.04538262,0.044268802,0.043157229,0.042048571,0.040943491,0.039842643,0.038746676,0.037656225,0.036571921,0.035494382,0.034424217,0.033362023,0.032308387,0.031263883,0.030229074,0.029204511,0.028190729,0.027188251,0.026197586,0.025219227,0.024253654,0.023301327,0.022362692,0.02143818,0.0205282,0.019633145,0.01875339,0.017889288,0.017041174,0.016209362,0.015394145,0.014595793
59,0.09157122,0.091560114,0.091526796,0.09147126,0.0913935,0.091293507,0.091171269,0.091026774,0.090860007,0.090670956,0.090459607,0.090225947,0.089969968,0.089691663,0.089391031,0.089068076,0.088722808,0.088355248,0.087965421,0.087553367,0.087119136,0.086662791,0.086184408,0.085684079,0.085161912,0.084618033,0.084052584,0.083465731,0.082857653,0.082228555,0.081578661,0.080908218,0.080217492,0.079506775,0.078776379,0.07802664,0.077257917,0.076470588,0.075665058,0.07484175,0.074001109,0.073143601,0.072269712,0.071379947,0.07047483,0.069554901,0.068620718,0.067672854,0.066711897,0.065738449,0.064753122,0.063756544,0.062749349,0.061732183,0.060705699,0.059670558,0.058627426,0.057576975,0.056519881,0.055456824,0.054388485,0.053315546,0.052238691,0.051158603,0.050075963,0.048991452,0.047905746,0.046819518,0.045733444,0.044648182,0.043564395,0.042482736,0.041403854,0.040328389,0.039256974,0.038190234,0.037128787,0.03607324,0.035024191,0.033982228,0.03294793,0.031921862,0.03090458,0.029896629,0.028898538,0.027910826,0.026933997,0.025968544,0.025014941,0.02407365,0.023145118,0.022229773,0.02132803,0.020440284,0.019566914,0.018708279,0.017864722,0.017036563,0.016224105,0.01542763,0.014647398
60,0.089653779,0.089642886,0.089610207,0.089555738,0.089479476,0.089381415,0.089261549,0.08911987,0.088956372,0.088771049,0.088563894,0.088334906,0.088084085,0.087811435,0.087516964,0.087200688,0.086862627,0.086502813,0.086121283,0.085718088,0.085293287,0.084846952,0.084379171,0.083890044,0.083379686,0.082848231,0.082295828,0.081722645,0.081128868,0.080514704,0.079880377,0.079226134,0.07855224,0.077858986,0.077146679,0.076415648,0.075666245,0.074898841,0.07411383,0.073311624,0.072492655,0.071657376,0.070806258,0.069939788,0.069058474,0.068162838,0.067253417,0.066330766,0.065395451,0.064448051,0.063489159,0.062519377,0.061539319,0.060549604,0.059550863,0.058543733,0.057528855,0.056506877,0.05547845,0.05444423,0.053404873,0.052361038,0.051313383,0.050262568,0.04920925,0.048154086,0.047097729,0.046040827,0.044984036,0.043927989,0.042873327,0.041820683,0.040770681,0.039723943,0.038681077,0.03764269,0.036609378,0.035581728,0.034560318,0.033545717,0.032538483,0.031539164,0.030548297,0.029566406,0.028594005,0.027631594,0.026679661,0.025738678,0.024809107,0.023891392,0.022985963,0.022093235,0.021213607,0.020347459,0.019495158,0.018657049,0.017833461,0.017024705,0.016231072,0.015452832,0.014690238
61,0.087779909,0.08776923,0.087737193,0.087683797,0.087609041,0.087512921,0.087395436,0.087256584,0.087096364,0.086914776,0.086711823,0.08648751,0.086241844,0.085974841,0.085686517,0.085376896,0.085046011,0.0846939,0.084320613,0.083926207,0.083510751,0.083074329,0.082617032,0.082138971,0.081640267,0.081121059,0.080581503,0.080021769,0.079442047,0.078842546,0.07822349,0.077585127,0.076927719,0.076251554,0.075556934,0.074844183,0.074113647,0.073365688,0.072600689,0.071819052,0.071021197,0.070207564,0.069378609,0.068534804,0.067676639,0.066804621,0.065919267,0.065021113,0.064110706,0.063188604,0.062255378,0.061311609,0.060357889,0.059394815,0.058422994,0.057443041,0.056455574,0.055461217,0.054460598,0.053454349,0.052443103,0.051427495,0.050408162,0.049385738,0.048360858,0.047334157,0.046306265,0.045277807,0.044249417,0.043221708,0.042195297,0.041170796,0.040148809,0.039129935,0.038114765,0.037103883,0.036097866,0.035097281,0.034102688,0.033114635,0.032133663,0.0311603,0.030195066,0.029238467,0.028290999,0.027353145,0.026425377,0.025508151,0.024601912,0.023707089,0.022824096,0.021953335,0.021095189,0.020250026,0.019418198,0.01860004,0.017795868,0.017005982,0.016230661,0.015470168,0.014724744
62,0.085948753,0.085938289,0.085906896,0.085854576,0.085781327,0.085687152,0.085572052,0.085436029,0.085279087,0.085101233,0.084902476,0.084682828,0.084442305,0.084180928,0.083898722,0.083595722,0.083271966,0.082927503,0.082562388,0.08217669,0.081770485,0.081343861,0.080896921,0.080429779,0.079942563,0.079435417,0.0789085,0.078361987,0.077796069,0.077210957,0.076606875,0.075984068,0.075342799,0.074683351,0.074006022,0.07331113,0.072599013,0.071870026,0.071124542,0.070362953,0.069585668,0.068793112,0.067985729,0.067163976,0.066328327,0.065479271,0.06461731,0.06374296,0.062856749,0.061959217,0.061050914,0.060132401,0.059204248,0.05826703,0.057321335,0.056367753,0.055406882,0.054439322,0.053465681,0.052486566,0.051502589,0.050514362,0.0495225,0.048527614,0.047530319,0.046531226,0.045530944,0.044530077,0.043529237,0.042529014,0.041530008,0.040532808,0.039537997,0.038546157,0.037557855,0.036573659,0.035594124,0.0346198,0.033651227,0.032688935,0.031733447,0.030785274,0.029844917,0.028912866,0.0279896,0.027075585,0.026171277,0.025277117,0.024393533,0.023520941,0.02265974,0.021810317,0.020973043,0.020148272,0.019336344,0.018537582,0.01775229,0.016980758,0.016223256,0.015480037,0.014751334
63,0.084159454,0.084149204,0.084118456,0.08406721,0.083995469,0.083903237,0.083790518,0.083657318,0.083503648,0.083329517,0.083134942,0.08291994,0.082684533,0.082428751,0.082152625,0.081856197,0.081539513,0.081202628,0.080845607,0.080468523,0.08007146,0.079654513,0.079217791,0.078761412,0.07828551,0.077790232,0.077275741,0.076742215,0.076189847,0.075618846,0.075029437,0.074421866,0.07379639,0.07315329,0.072492859,0.071815408,0.071121271,0.070410792,0.069684337,0.068942287,0.068185038,0.067413006,0.066626619,0.065826321,0.065012571,0.064185842,0.06334662,0.062495403,0.0616327,0.060759034,0.059874934,0.058980944,0.05807761,0.057165492,0.056245153,0.055317164,0.0543821,0.053440542,0.052493074,0.051540284,0.050582762,0.049621098,0.048655885,0.047687714,0.046717178,0.045744867,0.044771368,0.043797266,0.042823151,0.041849594,0.040877173,0.039906459,0.038938015,0.037972402,0.037010169,0.036051865,0.035098027,0.034149185,0.033205862,0.03226857,0.031337815,0.03041409,0.029497879,0.028589657,0.027689884,0.026799014,0.025917484,0.025045722,0.02418414,0.02333314,0.022493108,0.021664417,0.020847424,0.020042473,0.01924989,0.018469987,0.017703059,0.016949384,0.016209224,0.015482821,0.014770402
64,0.082411154,0.082401118,0.082371012,0.082320838,0.0822506,0.082160304,0.082049957,0.081919571,0.081769157,0.081598731,0.081408315,0.08119793,0.080967606,0.080717377,0.080447282,0.080157368,0.079847687,0.079518302,0.079169283,0.07880071,0.078412673,0.078005271,0.077578619,0.077132839,0.076668069,0.07618446,0.075682178,0.075161401,0.074622323,0.074065154,0.07349012,0.07289746,0.072287434,0.071660315,0.071016393,0.070355975,0.069679384,0.068986959,0.068279056,0.067556045,0.066818315,0.066066266,0.065300315,0.064520892,0.063728443,0.062923424,0.062106305,0.061277569,0.060437707,0.059587224,0.058726632,0.057856454,0.056977219,0.056089466,0.055193739,0.054290589,0.053380571,0.052464245,0.051542175,0.050614928,0.049683073,0.048747181,0.047807822,0.04686557,0.045920993,0.044974664,0.04402715,0.043079014,0.042130827,0.041183141,0.040236514,0.039291497,0.038348635,0.03740847,0.036471533,0.035538353,0.034609451,0.033685338,0.03276652,0.031853493,0.030946743,0.030046749,0.029153978,0.028268888,0.027391926,0.026523528,0.025664117,0.024814106,0.023973895,0.02314387,0.022324405,0.021515859,0.020718578,0.019932892,0.019159119,0.018397557,0.017648492,0.016912193,0.016188913,0.015478886,0.01478233
65,0.080702996,0.080693173,0.080663707,0.0806146,0.080545857,0.080457487,0.0803495,0.080221909,0.08007473,0.079907985,0.079721697,0.079515894,0.07929061,0.079045884,0.078781761,0.078498293,0.078195539,0.077873566,0.077532451,0.077172276,0.076793139,0.076395143,0.075978405,0.075543054,0.075089229,0.074617085,0.074126788,0.073618518,0.07309247,0.072548854,0.071987893,0.071409825,0.070814907,0.070203407,0.069575612,0.06893182,0.06827235,0.067597533,0.066907715,0.066203258,0.065484538,0.064751945,0.064005884,0.063246773,0.062475042,0.061691134,0.060895503,0.060088616,0.059270948,0.058442987,0.057605228,0.056758176,0.055902341,0.055038244,0.05416641,0.05328737,0.05240166,0.051509822,0.050612399,0.049709938,0.04880299,0.047892103,0.046977831,0.046060725,0.045141337,0.044220217,0.043297913,0.042374971,0.041451941,0.040529357,0.039607758,0.038687675,0.037769637,0.036854166,0.035941776,0.035032979,0.034128277,0.033228165,0.032333131,0.031443655,0.030560208,0.029683251,0.028813236,0.027950606,0.027095792,0.026249216,0.025411288,0.024582405,0.023762953,0.022953307,0.022153826,0.021364858,0.020586737,0.019819782,0.0190643,0.018320578,0.017588894,0.016869506,0.016162659,0.01546858,0.01478748
66,0.079034129,0.079024518,0.078995687,0.078947639,0.078880381,0.078793924,0.078688278,0.078563462,0.078419493,0.078256396,0.0780742,0.077872935,0.077652641,0.077413361,0.077155144,0.076878048,0.076582136,0.076267479,0.075934159,0.075582265,0.075211895,0.074823158,0.074416175,0.073991076,0.073548005,0.073087116,0.072608579,0.072112572,0.071599293,0.071068948,0.07052176,0.069957966,0.069377816,0.068781578,0.06816953,0.067541968,0.066899201,0.066241554,0.065569364,0.064882984,0.06418278,0.06346913,0.062742429,0.06200308,0.061251501,0.060488121,0.059713381,0.05892773,0.05813163,0.057325551,0.056509971,0.055685379,0.054852268,0.054011139,0.053162501,0.052306866,0.051444753,0.050576682,0.04970318,0.048824774,0.047941995,0.047055375,0.046165446,0.045272741,0.044377794,0.043481135,0.042583295,0.041684799,0.04078618,0.039887954,0.038990641,0.038094755,0.037200807,0.036309301,0.035420734,0.034535601,0.033654387,0.032777571,0.031905624,0.031039011,0.030178185,0.029323594,0.028475674,0.027634853,0.026801548,0.025976166,0.025159103,0.024350744,0.023551461,0.022761616,0.021981557,0.021211619,0.020452126,0.019703385,0.018965692,0.018239326,0.017524555,0.016821628,0.016130783,0.015452238,0.014786199
67,0.077403707,0.077394306,0.077366105,0.077319107,0.077253322,0.077168759,0.077065435,0.076943367,0.076802577,0.076643093,0.076464945,0.07626817,0.076052809,0.075818911,0.075566528,0.075295721,0.075006559,0.074699117,0.07437348,0.074029739,0.073667999,0.07328837,0.072890975,0.072475948,0.072043435,0.07159359,0.071126583,0.070642596,0.070141822,0.069624468,0.069090756,0.068540917,0.067975202,0.06739387,0.066797198,0.066185473,0.065558999,0.064918093,0.064263085,0.063594316,0.062912145,0.062216938,0.061509079,0.060788958,0.060056982,0.059313565,0.058559134,0.057794125,0.057018985,0.056234166,0.055440133,0.054637356,0.053826314,0.053007489,0.052181374,0.051348462,0.050509254,0.049664254,0.04881397,0.047958911,0.04709959,0.046236519,0.045370215,0.04450119,0.043629961,0.04275704,0.041882939,0.041008167,0.040133238,0.03925865,0.038384906,0.037512504,0.036641935,0.035773688,0.034908244,0.03404608,0.033187665,0.032333463,0.031483929,0.030639511,0.029800649,0.028967775,0.02814131,0.027321669,0.026509253,0.025704458,0.024907665,0.024119245,0.02333956,0.022568958,0.021807777,0.021056339,0.020314957,0.01958393,0.018863542,0.018154063,0.017455753,0.016768852,0.01609359,0.01543018,0.014778818
68,0.075810891,0.075801698,0.07577412,0.075728162,0.075663834,0.075581148,0.07548012,0.075360771,0.075223125,0.075067212,0.074893066,0.074700726,0.074490237,0.074261651,0.074015023,0.073750419,0.07346791,0.073167574,0.0728495,0.072513783,0.072160528,0.071789851,0.071401875,0.070996737,0.070574581,0.070135566,0.069679861,0.069207647,0.068719116,0.068214474,0.06769394,0.067157744,0.06660613,0.066039356,0.065457692,0.06486142,0.064250838,0.063626253,0.062987988,0.062336377,0.061671767,0.060994516,0.060304993,0.059603582,0.058890673,0.05816667,0.057431986,0.056687042,0.055932271,0.055168111,0.054395011,0.053613426,0.052823817,0.052026653,0.051222407,0.050411557,0.049594588,0.048771985,0.047944239,0.047111842,0.046275289,0.045435076,0.0445917,0.043745659,0.042897448,0.042047565,0.041196504,0.040344757,0.039492819,0.038641173,0.037790304,0.036940694,0.036092818,0.035247147,0.034404148,0.033564281,0.032727999,0.031895751,0.031067977,0.030245109,0.029427574,0.028615789,0.027810161,0.027011089,0.026218965,0.025434168,0.024657067,0.023888023,0.023127383,0.022375485,0.021632654,0.020899204,0.020175435,0.019461637,0.018758085,0.018065041,0.017382753,0.016711457,0.016051374,0.01540271,0.014765656
69,0.074254849,0.074245861,0.074218899,0.07417397,0.074111083,0.074030251,0.073931493,0.07381483,0.07368029,0.073527903,0.073357707,0.073169744,0.072964061,0.072740711,0.072499756,0.072241262,0.071965303,0.071671961,0.071361327,0.071033498,0.070688583,0.070326697,0.069947967,0.06955253,0.069140533,0.068712132,0.068267498,0.06780681,0.06733026,0.066838053,0.066330403,0.065807538,0.065269699,0.064717138,0.064150121,0.063568924,0.062973838,0.062365163,0.061743214,0.061108317,0.060460808,0.059801036,0.059129361,0.058446153,0.057751792,0.057046669,0.056331184,0.055605745,0.054870771,0.054126687,0.053373925,0.052612927,0.051844137,0.05106801,0.050285001,0.049495575,0.048700198,0.047899339,0.047093473,0.046283075,0.045468624,0.044650598,0.043829478,0.043005744,0.042179877,0.041352354,0.040523656,0.039694256,0.038864635,0.038035256,0.037206592,0.036379106,0.035553257,0.034729503,0.033908292,0.033090071,0.032275277,0.031464345,0.030657699,0.029855758,0.029058934,0.028267629,0.027482239,0.026703149,0.025930736,0.025165368,0.024407403,0.023657187,0.022915058,0.022181341,0.021456352,0.020740393,0.020033755,0.019336718,0.018649548,0.017972498,0.01730581,0.016649711,0.016004415,0.015370121,0.014747016
70,0.072734759,0.072725974,0.072699622,0.072655708,0.072594243,0.072515242,0.072418724,0.072304712,0.072173236,0.072024328,0.071858027,0.071674377,0.071473429,0.071255238,0.071019868,0.070767387,0.070497873,0.070211408,0.069908087,0.069588008,0.069251281,0.068898024,0.068528365,0.068142441,0.067740399,0.067322397,0.066888603,0.066439196,0.065974367,0.065494317,0.06499926,0.064489419,0.063965031,0.063426345,0.06287362,0.062307127,0.06172715,0.061133982,0.060527931,0.059909314,0.059278458,0.058635702,0.057981396,0.057315899,0.05663958,0.055952819,0.055256001,0.054549525,0.053833793,0.053109218,0.052376218,0.05163522,0.050886654,0.050130959,0.049368577,0.048599955,0.047825543,0.047045798,0.046261175,0.045472135,0.04467914,0.043882653,0.043083137,0.042281058,0.041476878,0.040671062,0.039864071,0.039056363,0.038248404,0.037440642,0.036633532,0.035827523,0.035023059,0.034220582,0.033420525,0.03262332,0.031829391,0.031039156,0.030253027,0.029471409,0.028694699,0.027923287,0.027157555,0.026397876,0.025644615,0.024898126,0.024158756,0.02342684,0.022702704,0.021986664,0.021279023,0.020580075,0.019890101,0.019209372,0.018538145,0.017876665,0.017225166,0.016583869,0.015952979,0.015332692,0.014723187
71,0.07124981,0.071241225,0.071215474,0.071172561,0.0711125,0.071035304,0.070940994,0.070829596,0.070701139,0.070555658,0.070393194,0.070213793,0.070017506,0.069804393,0.069574516,0.069327949,0.069064769,0.068785063,0.068488923,0.068176453,0.067847762,0.06750297,0.067142204,0.066765603,0.066373313,0.065965493,0.065542308,0.065103938,0.064650571,0.064182406,0.063699652,0.063202532,0.062691277,0.062166132,0.06162735,0.061075197,0.060509949,0.059931896,0.059341334,0.058738573,0.058123932,0.05749774,0.056860338,0.056212074,0.055553306,0.054884401,0.054205736,0.053517693,0.052820665,0.05211505,0.051401253,0.050679687,0.049950768,0.04921492,0.048472572,0.047724154,0.046970103,0.046210859,0.045446863,0.04467856,0.043906397,0.04313082,0.042352279,0.041571222,0.040788097,0.040003352,0.039217434,0.038430786,0.037643856,0.03685708,0.036070896,0.035285738,0.034502036,0.033720216,0.0329407,0.032163902,0.031390233,0.030620098,0.029853895,0.029092015,0.028334843,0.027582755,0.02683612,0.026095301,0.025360648,0.024632506,0.023911208,0.023197081,0.022490438,0.021791585,0.021100815,0.020418413,0.019744651,0.019079791,0.018424081,0.01777776,0.017141053,0.016514174,0.015897324,0.015290689,0.014694447
72,0.069799201,0.069790814,0.069765654,0.069723729,0.069665049,0.069589632,0.069497498,0.069388674,0.06926319,0.069121083,0.068962395,0.068787174,0.068595472,0.06838735,0.068162875,0.067922118,0.067665161,0.06739209,0.067103,0.066797995,0.066477185,0.066140691,0.065788641,0.065421172,0.065038432,0.064640576,0.064227772,0.063800196,0.063358033,0.062901482,0.062430747,0.061946048,0.061447613,0.060935679,0.060410498,0.059872328,0.059321439,0.058758114,0.058182641,0.057595323,0.05699647,0.056386403,0.055765451,0.055133954,0.054492259,0.053840722,0.053179707,0.052509586,0.051830739,0.051143551,0.050448415,0.04974573,0.049035899,0.048319332,0.047596442,0.046867648,0.046133371,0.045394036,0.04465007,0.043901903,0.043149967,0.042394693,0.041636516,0.040875869,0.040113186,0.039348899,0.038583441,0.037817238,0.037050726,0.036284325,0.035518458,0.034753545,0.033990003,0.033228243,0.032468672,0.031711691,0.030957699,0.030207085,0.029460235,0.028717528,0.027979334,0.02724602,0.026517941,0.025795446,0.025078877,0.024368566,0.023664836,0.022968001,0.022278367,0.021596227,0.020921868,0.020255562,0.019597574,0.018948158,0.018307554,0.017675992,0.017053692,0.01644086,0.015837692,0.015244368,0.014661061
73,0.068382144,0.068373951,0.068349374,0.06830842,0.068251101,0.068177435,0.068087442,0.06798115,0.067858591,0.067719802,0.067564827,0.067393715,0.06720652,0.067003303,0.066784132,0.066549081,0.066298232,0.066031672,0.065749498,0.065451813,0.065138729,0.064810366,0.064466852,0.064108326,0.063734931,0.063346826,0.062944174,0.062527149,0.062095937,0.061650732,0.061191734,0.060719162,0.060233237,0.059734193,0.059222276,0.058697739,0.058160846,0.057611871,0.057051098,0.05647882,0.055895339,0.055300967,0.054696025,0.054080841,0.053455753,0.052821107,0.052177256,0.05152456,0.050863386,0.050194109,0.049517108,0.048832769,0.048141484,0.047443648,0.046739661,0.046029928,0.045314857,0.044594857,0.043870343,0.04314173,0.042409436,0.041673877,0.040935474,0.040194645,0.03945181,0.038707387,0.037961794,0.037215444,0.036468757,0.035722139,0.034976001,0.034230748,0.033486782,0.032744502,0.0320043,0.031266566,0.030531684,0.029800032,0.029071981,0.028347899,0.027628145,0.02691307,0.026203021,0.025498335,0.024799341,0.024106362,0.02341971,0.022739689,0.022066594,0.02140071,0.020742313,0.020091668,0.019449031,0.018814647,0.018188749,0.017571561,0.016963294,0.01636415,0.015774317,0.015193973,0.014623282
74,0.066997862,0.066989859,0.066965856,0.066925857,0.066869877,0.066797931,0.066710044,0.066606242,0.066486558,0.06635103,0.066199704,0.066032628,0.065849859,0.065651458,0.065437495,0.065208043,0.064963186,0.064703012,0.064427617,0.064137106,0.063831591,0.063511192,0.063176036,0.062826261,0.062462011,0.062083441,0.061690714,0.061284003,0.060863489,0.060429365,0.059981828,0.059521091,0.059047373,0.058560903,0.05806192,0.057550674,0.05702742,0.056492428,0.055945973,0.055388341,0.054819826,0.054240731,0.053651368,0.053052057,0.052443125,0.051824908,0.051197747,0.050561992,0.049917999,0.049266131,0.048606755,0.047940246,0.04726698,0.046587343,0.04590172,0.045210503,0.044514086,0.043812867,0.043107245,0.042397623,0.041684403,0.04096799,0.040248788,0.039527205,0.038803643,0.038078509,0.037352206,0.036625134,0.035897698,0.035170292,0.034443313,0.033717151,0.032992198,0.032268836,0.031547448,0.030828408,0.030112089,0.029398856,0.028689069,0.027983082,0.027281242,0.026583892,0.025891365,0.025203987,0.024522077,0.023845947,0.023175899,0.022512227,0.021855217,0.021205145,0.020562277,0.019926871,0.019299174,0.018679423,0.018067845,0.017464656,0.016870062,0.016284256,0.015707424,0.015139735,0.014581352
